candidate_id,x,selected_block_id,control_type,right_endpoint_control_flag,containing_block_control_flag,partial_interval_used_flag,x_precedes_J_flag,scale_ratio,pstar_over_x,h_over_x,status
cand_00375,15937,theta_local:376:15936:1,finite_certificate,True,True,False,True,0.007921304600546405,1.0,6.274706657463764e-05,covered
cand_00376,187427707,theta_local:377:187426768:939,finite_certificate,True,True,False,True,0.0022382876585917057,1.0,5.00993164260394e-06,covered
cand_00377,108563563,theta_local:378:108563562:1,finite_certificate,True,True,False,True,9.597496356033703e-05,1.0,9.211193630408022e-09,covered
cand_00378,604681513,theta_local:379:604678930:2583,right_endpoint,True,True,False,True,0.002066801925852145,1.0,4.271670200706136e-06,covered
cand_00379,3280747,theta_local:380:3280746:1,finite_certificate,True,True,False,True,0.0005520947658450374,1.0,3.048086304734867e-07,covered
cand_00380,22053061,theta_local:381:22053060:1,finite_certificate,True,True,False,True,0.00021294407497291775,1.0,4.53451790660716e-08,covered
cand_00381,604365031,theta_local:382:604363228:1803,right_endpoint,True,True,False,True,0.0017272221527090932,1.0,2.9832963648090353e-06,covered
cand_00382,31019393,theta_local:383:31019392:1,finite_certificate,True,True,False,True,0.00017954914957096088,1.0,3.223789711165528e-08,covered
cand_00383,30977831,theta_local:384:30977830:1,finite_certificate,True,True,False,True,0.00017966955697467686,1.0,3.228114970347666e-08,covered
cand_00384,7048859,theta_local:385:7048858:1,finite_certificate,True,True,False,True,0.0003766522692602738,1.0,1.418669319389138e-07,covered
cand_00385,4995779,theta_local:386:4995778:1,finite_certificate,True,True,False,True,0.0004474024839617651,1.0,2.001689826551575e-07,covered
cand_00386,12802553,theta_local:387:12802552:1,finite_certificate,True,True,False,True,0.0002794806269348971,1.0,7.810942083192313e-08,covered
cand_00387,30333337,theta_local:388:30333336:1,finite_certificate,True,True,False,True,0.00018156824882673592,1.0,3.2967028982007484e-08,covered
cand_00388,12783647,theta_local:389:12783646:1,finite_certificate,True,True,False,True,0.0002796872154214758,1.0,7.822493847021903e-08,covered
cand_00389,179409773,theta_local:390:179409772:1,finite_certificate,True,True,False,True,7.465810316805883e-05,1.0,5.5738323686525145e-09,covered
cand_00390,12807943,theta_local:391:12807942:1,finite_certificate,True,True,False,True,0.00027942181346663934,1.0,7.80765498409854e-08,covered
cand_00391,3439379,theta_local:392:3439378:1,finite_certificate,True,True,False,True,0.0005392125384154214,1.0,2.907501615844023e-07,covered
cand_00392,30801247,theta_local:393:30801246:1,finite_certificate,True,True,False,True,0.0001801838450231939,1.0,3.2466218007342364e-08,covered
cand_00393,3277457,theta_local:394:3277456:1,finite_certificate,True,True,False,True,0.0005523718001695878,1.0,3.051146056225909e-07,covered
cand_00394,33870359,theta_local:395:33870358:1,finite_certificate,True,True,False,True,0.00017182648266928473,1.0,2.9524340146498004e-08,covered
cand_00395,1196399,theta_local:396:1196398:1,finite_certificate,True,True,False,True,0.0009142437063122484,1.0,8.358415545315568e-07,covered
cand_00396,7049759,theta_local:397:7049758:1,finite_certificate,True,True,False,True,0.0003766282260368012,1.0,1.418488206476278e-07,covered
cand_00397,39691853,theta_local:398:39691852:1,finite_certificate,True,True,False,True,0.00015872645355649234,1.0,2.5194087058621326e-08,covered
cand_00398,3266671,theta_local:399:3266670:1,finite_certificate,True,True,False,True,0.0005532829681992125,1.0,3.0612204289933087e-07,covered
cand_00399,31019929,theta_local:400:31019925:4,finite_certificate,True,True,False,True,0.0003590952825588167,1.0000020631897641,1.289493602644932e-07,covered
cand_00400,617429,theta_local:401:617428:1,finite_certificate,True,True,False,True,0.001272642692128572,1.0,1.6196194218282588e-06,covered
cand_00401,1518623,theta_local:402:1518622:1,finite_certificate,True,True,False,True,0.0008114747549700963,1.0,6.584912779537779e-07,covered
cand_00402,30418939,theta_local:403:30418938:1,finite_certificate,True,True,False,True,0.0001813125930448521,1.0,3.2874256396648154e-08,covered
cand_00403,180628367,theta_local:404:180627380:987,finite_certificate,True,True,False,True,0.0023375752401333994,1.0,5.464258003284722e-06,covered
cand_00404,33844781,theta_local:405:33844780:1,finite_certificate,True,True,False,True,0.00017189139884820018,1.0,2.9546652997991035e-08,covered
cand_00405,1189151,theta_local:406:1189150:1,finite_certificate,True,True,False,True,0.0009170256792615442,1.0,8.409360964250965e-07,covered
cand_00406,3439063,theta_local:407:3439062:1,finite_certificate,True,True,False,True,0.0005392373107514036,1.0,2.907768773064058e-07,covered
cand_00407,910277,theta_local:408:910276:1,finite_certificate,True,True,False,True,0.0010481253264884288,1.0,1.0985667000264754e-06,covered
cand_00408,40841363,theta_local:409:40841362:1,finite_certificate,True,True,False,True,0.00015647677486375718,1.0,2.448498107176296e-08,covered
cand_00409,1517917,theta_local:410:1517916:1,finite_certificate,True,True,False,True,0.0008116634459778479,1.0,6.587975495366347e-07,covered
cand_00410,179435749,theta_local:411:179435746:3,finite_certificate,True,True,False,True,0.0001293022925247936,1.0000018279523553,1.671907641993904e-08,covered
cand_00411,1511563,theta_local:412:1511562:1,finite_certificate,True,True,False,True,0.0008133676095112141,1.0,6.615668682019869e-07,covered
cand_00412,108593347,theta_local:413:108593346:1,finite_certificate,True,True,False,True,9.59618010857349e-05,1.0,9.208667267618154e-09,covered
cand_00413,179407799,theta_local:414:179407294:505,finite_certificate,True,True,False,True,0.0016777414332595905,1.0,2.814816316875946e-06,covered
cand_00414,17640599,theta_local:415:17640598:1,finite_certificate,True,True,False,True,0.00023809119570817615,1.0,5.668741747374905e-08,covered
cand_00415,30371023,theta_local:416:30371022:1,finite_certificate,True,True,False,True,0.00018145556403169347,1.0,3.292612171806001e-08,covered
cand_00416,4991237,theta_local:417:4991236:1,finite_certificate,True,True,False,True,0.0004476060046513026,1.0,2.0035113539990186e-07,covered
cand_00417,30400031,theta_local:418:30400030:1,finite_certificate,True,True,False,True,0.00018136897005321611,1.0,3.28947032981644e-08,covered
cand_00418,109592159,theta_local:419:109592158:1,finite_certificate,True,True,False,True,9.552350701870019e-05,1.0,9.124740393151666e-09,covered
cand_00419,1512517,theta_local:420:1512516:1,finite_certificate,True,True,False,True,0.0008131110586448306,1.0,6.611495936905172e-07,covered
cand_00420,179641801,theta_local:421:179641800:1,finite_certificate,True,True,False,True,7.460987283562186e-05,1.0,5.566633124547666e-09,covered
cand_00421,187430753,theta_local:422:187430752:1,finite_certificate,True,True,False,True,7.304316363280068e-05,1.0,5.335303753488095e-09,covered
cand_00422,1197103,theta_local:423:1197102:1,finite_certificate,True,True,False,True,0.0009139748396298351,1.0,8.353500074763826e-07,covered
cand_00423,178906843,theta_local:424:178906839:4,finite_certificate,True,True,False,True,0.00014952594729527983,1.0000009390361888,2.235800449511034e-08,covered
cand_00424,108843373,theta_local:425:108842535:838,finite_certificate,True,True,False,True,0.002774731812270706,1.0,7.699136630027076e-06,covered
cand_00425,1198103,theta_local:426:1198102:1,finite_certificate,True,True,False,True,0.0009135933341865755,1.0,8.346527802701437e-07,covered
cand_00426,108829177,theta_local:427:108829176:1,finite_certificate,True,True,False,True,9.585777133243168e-05,1.0,9.18871232482076e-09,covered
cand_00427,109588771,theta_local:428:109588770:1,finite_certificate,True,True,False,True,9.552498358941787e-05,1.0,9.125022489758554e-09,covered
cand_00428,108831199,theta_local:429:108831195:4,finite_certificate,True,True,False,True,0.0001917137807314294,1.0000009188541605,3.6754166422442885e-08,covered
cand_00429,1190983,theta_local:430:1190982:1,finite_certificate,True,True,False,True,0.0009163201118466905,1.0,8.396425473747317e-07,covered
cand_00430,39691187,theta_local:431:39691186:1,finite_certificate,True,True,False,True,0.00015872778522962451,1.0,2.519450980390181e-08,covered
cand_00431,604813747,theta_local:432:604812190:1557,right_endpoint,True,True,False,True,0.0016044769388985421,1.0,2.574346247457236e-06,covered
cand_00432,40864661,theta_local:433:40864660:1,finite_certificate,True,True,False,True,0.00015643216277629762,1.0,2.447102155087008e-08,covered
cand_00433,30360431,theta_local:434:30360430:1,finite_certificate,True,True,False,True,0.00018148721394026894,1.0,3.293760882380095e-08,covered
cand_00434,30360047,theta_local:435:30360046:1,finite_certificate,True,True,False,True,0.00018148836168008944,1.0,3.2938025425322955e-08,covered
cand_00435,109496869,theta_local:436:109496868:1,finite_certificate,True,True,False,True,9.556506279820504e-05,1.0,9.132681227624874e-09,covered
cand_00436,187505317,theta_local:437:187505316:1,finite_certificate,True,True,False,True,7.302863889263471e-05,1.0,5.333182098510838e-09,covered
cand_00437,12837337,theta_local:438:12837336:1,finite_certificate,True,True,False,True,0.0002791017302693319,1.0,7.78977758393349e-08,covered
cand_00438,12830437,theta_local:439:12830436:1,finite_certificate,True,True,False,True,0.00027917676836399023,1.0,7.793966799416107e-08,covered
cand_00439,39623959,theta_local:440:39623958:1,finite_certificate,True,True,False,True,0.00015886238093172105,1.0,2.5237256075295252e-08,covered
cand_00440,17992691,theta_local:441:17992690:1,finite_certificate,True,True,False,True,0.00023575012908016356,1.0,5.557812336131377e-08,covered
cand_00441,39646073,theta_local:442:39646072:1,finite_certificate,True,True,False,True,0.00015881806919477878,1.0,2.5223179102757542e-08,covered
cand_00442,604711937,theta_local:443:604711166:771,right_endpoint,True,True,False,True,0.0011291533262264718,1.0,1.2749872341283053e-06,covered
cand_00443,178895309,theta_local:444:178895308:1,finite_certificate,True,True,False,True,7.476538090801414e-05,1.0000005813455959,5.5898614982688e-09,covered
cand_00444,179382103,theta_local:445:179382099:4,finite_certificate,True,True,False,True,0.00014932774095614831,1.0000012041335027,2.229876856778739e-08,covered
cand_00445,3242093,theta_local:446:3242092:1,finite_certificate,True,True,False,True,0.0005553762014312027,1.0,3.0844272511615184e-07,covered
cand_00446,1192097,theta_local:447:1192096:1,finite_certificate,True,True,False,True,0.0009158918668327269,1.0,8.388579117303374e-07,covered
cand_00447,179438731,theta_local:448:179438730:1,finite_certificate,True,True,False,True,7.465207872570205e-05,1.0,5.572932858068418e-09,covered
cand_00448,178913599,theta_local:449:178913595:4,finite_certificate,True,True,False,True,0.00014952311726428757,1.0000005030361052,2.235716022905559e-08,covered
cand_00449,1511597,theta_local:450:1511596:1,finite_certificate,True,True,False,True,0.0008133584620154756,1.0,6.6155198773218e-07,covered
cand_00450,1199767,theta_local:451:1199766:1,finite_certificate,True,True,False,True,0.0009129595666360234,1.0,8.334951703122356e-07,covered
cand_00451,179433593,theta_local:452:179433592:1,finite_certificate,True,True,False,True,7.465314753235174e-05,1.0,5.573092436487074e-09,covered
cand_00452,180641719,theta_local:453:180641716:3,finite_certificate,True,True,False,True,0.0001288699528095085,1.0000015500295367,1.6607459321177075e-08,covered
cand_00453,604143557,theta_local:454:604142790:767,right_endpoint,True,True,False,True,0.001126750106671468,1.0,1.2695658028841645e-06,covered
cand_00454,230891,theta_local:455:230890:1,finite_certificate,True,True,False,True,0.002081117003842074,1.0,4.331047983680611e-06,covered
cand_00455,30775091,theta_local:456:30775090:1,finite_certificate,True,True,False,True,0.00018026039861803378,1.0,3.249381130993244e-08,covered
cand_00456,12783817,theta_local:457:12783816:1,finite_certificate,True,True,False,True,0.0002796853557662299,1.0,7.822389823008262e-08,covered
cand_00457,109709671,theta_local:458:109709668:3,finite_certificate,True,True,False,True,0.00016536296559761793,1.0000017318436767,2.734490015925761e-08,covered
cand_00458,40861831,theta_local:459:40861830:1,finite_certificate,True,True,False,True,0.00015643757975523532,1.0,2.447271635967561e-08,covered
cand_00459,178299031,theta_local:460:178299027:4,finite_certificate,True,True,False,True,0.00014978059514295507,1.0000010431913116,2.24342217541272e-08,covered
cand_00460,33487507,theta_local:461:33487506:1,finite_certificate,True,True,False,True,0.00017280590997514772,1.0,2.9861882522338856e-08,covered
cand_00461,17594867,theta_local:462:17594866:1,finite_certificate,True,True,False,True,0.00023840041431602048,1.0,5.683475754605022e-08,covered
cand_00462,604208350,theta_local:463:604207847:503,right_endpoint,True,True,False,True,0.0009124112837630697,1.0000003823184502,8.324942877734146e-07,covered
cand_00463,109593397,theta_local:464:109593396:1,finite_certificate,True,True,False,True,9.552296748603264e-05,1.0,9.12463731733765e-09,covered
cand_00464,40864853,theta_local:465:40864852:1,finite_certificate,True,True,False,True,0.00015643179528432928,1.0,2.44709065758783e-08,covered
cand_00465,33862469,theta_local:466:33862468:1,finite_certificate,True,True,False,True,0.00017184649940207007,1.0,2.9531219356745666e-08,covered
cand_00466,30400417,theta_local:467:30400416:1,finite_certificate,True,True,False,True,0.000181367818611039,1.0,3.289428562772675e-08,covered
cand_00467,31039963,theta_local:468:31039962:1,finite_certificate,True,True,False,True,0.000179489646631221,1.0,3.2216533247800584e-08,covered
cand_00468,30802151,theta_local:469:30802150:1,finite_certificate,True,True,False,True,0.00018018120093202253,1.0,3.2465265169305874e-08,covered
cand_00469,33904141,theta_local:470:33904140:1,finite_certificate,True,True,False,True,0.0001717408575993111,1.0,2.9494922168946854e-08,covered
cand_00470,187509061,theta_local:471:187509060:1,finite_certificate,True,True,False,True,7.302790980629773e-05,1.0,5.333075610676756e-09,covered
cand_00471,33388783,theta_local:472:33388782:1,finite_certificate,True,True,False,True,0.00017306119778304584,1.0,2.9950178178102505e-08,covered
cand_00472,109490539,theta_local:473:109490538:1,finite_certificate,True,True,False,True,9.556782522000923e-05,1.0,9.133209217282235e-09,covered
cand_00473,39691573,theta_local:474:39691572:1,finite_certificate,True,True,False,True,0.00015872701341498695,1.0,2.5194264787641447e-08,covered
cand_00474,17585857,theta_local:475:17585856:1,finite_certificate,True,True,False,True,0.00023846147795018237,1.0,5.68638764661853e-08,covered
cand_00475,59141,theta_local:476:59140:1,finite_certificate,True,True,False,True,0.004112024259567261,1.0,1.6908743511269677e-05,covered
cand_00476,17998327,theta_local:477:17998326:1,finite_certificate,True,True,False,True,0.00023571321476695612,1.0,5.5560719615773177e-08,covered
cand_00477,12895963,theta_local:478:12895962:1,finite_certificate,True,True,False,True,0.00027846659907179965,1.0,7.754364679861442e-08,covered
cand_00478,30795049,theta_local:479:30795048:1,finite_certificate,True,True,False,True,0.00018020197656253063,1.0,3.2472752357042846e-08,covered
cand_00479,12422209,theta_local:480:12422208:1,finite_certificate,True,True,False,True,0.000283726946446198,1.0,8.05009801396837e-08,covered
cand_00480,33877339,theta_local:481:33877338:1,finite_certificate,True,True,False,True,0.00017180878041361044,1.0,2.9518257027212203e-08,covered
cand_00481,178037333,theta_local:482:178037332:1,finite_certificate,True,True,False,True,7.494530994856116e-05,1.0,5.616799483285901e-09,covered
cand_00482,33453599,theta_local:483:33453598:1,finite_certificate,True,True,False,True,0.00017289346436315679,1.0,2.989215001949417e-08,covered
cand_00483,33486469,theta_local:484:33486468:1,finite_certificate,True,True,False,True,0.00017280858823818802,1.0,2.986280816887561e-08,covered
cand_00484,30788267,theta_local:485:30788266:1,finite_certificate,True,True,False,True,0.00018022182279990028,1.0,3.247990541331865e-08,covered
cand_00485,179621503,theta_local:486:179621500:3,finite_certificate,True,True,False,True,0.00012923541512272822,1.0000017035822264,1.6701786533876182e-08,covered
cand_00486,109567753,theta_local:487:109567750:3,finite_certificate,True,True,False,True,0.0001654700159679962,1.0000012594946617,2.7380318733012624e-08,covered
cand_00487,108563857,theta_local:488:108563856:1,finite_certificate,True,True,False,True,9.597483360613694e-05,1.0,9.211168685725673e-09,covered
cand_00488,12883709,theta_local:489:12883708:1,finite_certificate,True,True,False,True,0.00027859899567839067,1.0,7.761740039300794e-08,covered
cand_00489,1196177,theta_local:490:1196176:1,finite_certificate,True,True,False,True,0.0009143285401983193,1.0,8.359966794211893e-07,covered
cand_00490,30805079,theta_local:491:30805078:1,finite_certificate,True,True,False,True,0.00018017263768352015,1.0,3.2462179369837035e-08,covered
cand_00491,40864429,theta_local:492:40864428:1,finite_certificate,True,True,False,True,0.0001564326068325483,1.0,2.447116048042663e-08,covered
cand_00492,30776687,theta_local:493:30776686:1,finite_certificate,True,True,False,True,0.0001802557246366192,1.0,3.2492126264272696e-08,covered
cand_00493,3440929,theta_local:494:3440928:1,finite_certificate,True,True,False,True,0.0005390910779643344,1.0,2.906191903407481e-07,covered
cand_00494,33475061,theta_local:495:33475060:1,finite_certificate,True,True,False,True,0.0001728380315369523,1.0,2.987298514556852e-08,covered
cand_00495,7051189,theta_local:496:7051188:1,finite_certificate,True,True,False,True,0.00037659003349421836,1.0,1.4182005332717644e-07,covered
cand_00496,109712789,theta_local:497:109712788:1,finite_certificate,True,True,False,True,9.54709781845291e-05,1.0,9.114707675510829e-09,covered
cand_00497,12784687,theta_local:498:12784686:1,finite_certificate,True,True,False,True,0.0002796758392876781,1.0,7.821857508126715e-08,covered
cand_00498,7047823,theta_local:499:7047822:1,finite_certificate,True,True,False,True,0.0003766799513836856,1.0,1.4188778577441572e-07,covered
cand_00499,30849131,theta_local:500:30849130:1,finite_certificate,True,True,False,True,0.00018004395009551868,1.0,3.2415823965997617e-08,covered
cand_00500,33921049,theta_local:501:33921048:1,finite_certificate,True,True,False,True,0.00017169805001454686,1.0,2.9480220378797836e-08,covered
cand_00501,3454387,theta_local:502:3454386:1,finite_certificate,True,True,False,True,0.0005380399265114183,1.0,2.8948696252041246e-07,covered
cand_00502,108585611,theta_local:503:108585610:1,finite_certificate,True,True,False,True,9.596521934375629e-05,1.0,9.209323323695254e-09,covered
cand_00503,109595947,theta_local:504:109595946:1,finite_certificate,True,True,False,True,9.552185619957245e-05,1.0,9.124425011811796e-09,covered
cand_00504,30816259,theta_local:505:30816258:1,finite_certificate,True,True,False,True,0.0001801399518078608,1.0,3.245040223733841e-08,covered
cand_00505,109494731,theta_local:506:109494730:1,finite_certificate,True,True,False,True,9.556599579792578e-05,1.0,9.132859552849168e-09,covered
cand_00506,33844543,theta_local:507:33844542:1,finite_certificate,True,True,False,True,0.00017189200323043403,1.0,2.9546860774571547e-08,covered
cand_00507,356287,theta_local:508:356286:1,finite_certificate,True,True,False,True,0.0016753286359034547,1.0,2.8067260382781296e-06,covered
cand_00508,187493880,theta_local:509:187493471:409,finite_certificate,True,True,False,True,0.0014769579301312824,1.000000421347086,2.1814045343773355e-06,covered
cand_00509,109637959,theta_local:510:109637958:1,finite_certificate,True,True,False,True,9.550355300981543e-05,1.0,9.120928637498623e-09,covered
cand_00510,30824461,theta_local:511:30824460:1,finite_certificate,True,True,False,True,0.00018011598372964598,1.0,3.244176759489809e-08,covered
cand_00511,3440893,theta_local:512:3440892:1,finite_certificate,True,True,False,True,0.0005390938980502896,1.0,2.906222309150561e-07,covered
cand_00512,33413521,theta_local:513:33413518:3,finite_certificate,True,True,False,True,0.0002996398652860971,1.000001735824249,8.978401288508325e-08,covered
cand_00513,33925271,theta_local:514:33925270:1,finite_certificate,True,True,False,True,0.0001716873657709,1.0,2.9476551565350796e-08,covered
cand_00514,17988973,theta_local:515:17988972:1,finite_certificate,True,True,False,True,0.0002357744904957482,1.0,5.5589610368529654e-08,covered
cand_00515,108563101,theta_local:516:108563100:1,finite_certificate,True,True,False,True,9.597516777514659e-05,1.0,9.211232829467537e-09,covered
cand_00516,30819307,theta_local:517:30819306:1,finite_certificate,True,True,False,True,0.00018013104375309304,1.0,3.2447192923578713e-08,covered
cand_00517,179148961,theta_local:518:179148960:1,finite_certificate,True,True,False,True,7.471242848293743e-05,1.0,5.5819469698180386e-09,covered
cand_00518,179651309,theta_local:519:179651308:1,finite_certificate,True,True,False,True,7.460789845519235e-05,1.0,5.566338511900295e-09,covered
cand_00519,179378389,theta_local:520:179378386:3,finite_certificate,True,True,False,True,0.00012932294896259513,1.000000691276138,1.6724422695088425e-08,covered
cand_00520,3452957,theta_local:521:3452956:1,finite_certificate,True,True,False,True,0.0005381513263134283,1.0,2.8960685001290197e-07,covered
cand_00521,33913889,theta_local:522:33913888:1,finite_certificate,True,True,False,True,0.00017171617375668879,1.0,2.9486444329637337e-08,covered
cand_00522,179152973,theta_local:523:179152972:1,finite_certificate,True,True,False,True,7.471159191311604e-05,1.0,5.581821966191987e-09,covered
cand_00523,179663573,theta_local:524:179663572:1,finite_certificate,True,True,False,True,7.46053520100047e-05,1.0,5.565958548536714e-09,covered
cand_00524,40862021,theta_local:525:40862020:1,finite_certificate,True,True,False,True,0.00015643721605351454,1.0,2.4472602566573985e-08,covered
cand_00525,179146273,theta_local:526:179146269:4,finite_certificate,True,True,False,True,0.00014942599202945328,1.0000008931249158,2.232812289653383e-08,covered
cand_00526,113356141,theta_local:527:113356140:1,finite_certificate,True,True,False,True,9.392419329250393e-05,1.0,8.821754085647641e-09,covered
cand_00527,12787051,theta_local:528:12787050:1,finite_certificate,True,True,False,True,0.0002796499856235096,1.0,7.820411445922911e-08,covered
cand_00528,30775463,theta_local:529:30775462:1,finite_certificate,True,True,False,True,0.00018025930916129799,1.0,3.249341853930841e-08,covered
cand_00529,30372257,theta_local:530:30372256:1,finite_certificate,True,True,False,True,0.00018145187779855572,1.0,3.292478395662199e-08,covered
cand_00530,30405521,theta_local:531:30405520:1,finite_certificate,True,True,False,True,0.0001813525953856667,1.0,3.2888763853117335e-08,covered
cand_00531,604687003,theta_local:532:604687002:1,right_endpoint,True,True,False,True,4.066630213409515e-05,1.0,1.6537481292615115e-09,covered
cand_00532,1516817,theta_local:533:1516816:1,finite_certificate,True,True,False,True,0.000811957702957618,1.0,6.592753113922114e-07,covered
cand_00533,109710431,theta_local:534:109710430:1,finite_certificate,True,True,False,True,9.547200415514507e-05,1.0,9.114903577400038e-09,covered
cand_00534,187510417,theta_local:535:187510416:1,finite_certificate,True,True,False,True,7.302764575156864e-05,1.0,5.3330370440166e-09,covered
cand_00535,40837523,theta_local:536:40837522:1,finite_certificate,True,True,False,True,0.00015648413153780173,1.0,2.4487283423140037e-08,covered
cand_00536,109705909,theta_local:537:109705906:3,finite_certificate,True,True,False,True,0.00016536577838952205,1.000000473994523,2.7345837861842064e-08,covered
cand_00537,22051937,theta_local:538:22051936:1,finite_certificate,True,True,False,True,0.00021294950184517854,1.0,4.53474903361097e-08,covered
cand_00538,30405239,theta_local:539:30405238:1,finite_certificate,True,True,False,True,0.00018135343638075503,1.0,3.288906888710857e-08,covered
cand_00539,39693659,theta_local:540:39693658:1,finite_certificate,True,True,False,True,0.0001587228426115321,1.0,2.519294076668518e-08,covered
cand_00540,109549709,theta_local:541:109549708:1,finite_certificate,True,True,False,True,9.554201268231761e-05,1.0,9.128276187388139e-09,covered
cand_00541,109708373,theta_local:542:109708372:1,finite_certificate,True,True,False,True,9.547289962218074e-05,1.0,9.115074562267001e-09,covered
cand_00542,1513361,theta_local:543:1513360:1,finite_certificate,True,True,False,True,0.0008128842913888275,1.0,6.607808711867162e-07,covered
cand_00543,39639179,theta_local:544:39639178:1,finite_certificate,True,True,False,True,0.0001588318793214667,1.0,2.5227565888788968e-08,covered
cand_00544,3439529,theta_local:545:3439528:1,finite_certificate,True,True,False,True,0.0005392007805900609,1.0,2.90737481788931e-07,covered
cand_00545,109707407,theta_local:546:109707406:1,finite_certificate,True,True,False,True,9.547331995213175e-05,1.0,9.115154822682119e-09,covered
cand_00546,187428431,theta_local:547:187428430:1,finite_certificate,True,True,False,True,7.30436160873716e-05,1.0,5.3353698511193324e-09,covered
cand_00547,187428029,theta_local:548:187428028:1,finite_certificate,True,True,False,True,7.304369442015373e-05,1.0,5.335381294544799e-09,covered
cand_00548,180642563,theta_local:549:180642562:1,finite_certificate,True,True,False,True,7.440291599939386e-05,1.0,5.5357939092128585e-09,covered
cand_00549,7049821,theta_local:550:7049820:1,finite_certificate,True,True,False,True,0.0003766265698953648,1.0,1.4184757315114808e-07,covered
cand_00550,178893971,theta_local:551:178893970:1,finite_certificate,True,True,False,True,7.476565592882533e-05,1.0,5.589903306467494e-09,covered
cand_00551,40874503,theta_local:552:40874502:1,finite_certificate,True,True,False,True,0.00015641332832054926,1.0,2.4465129276311934e-08,covered
cand_00552,30819421,theta_local:553:30819420:1,finite_certificate,True,True,False,True,0.00018013071060345376,1.0,3.244707290250521e-08,covered
cand_00553,180640799,theta_local:554:180640798:1,finite_certificate,True,True,False,True,7.4403279279517e-05,1.0,5.535847967545803e-09,covered
cand_00554,108537551,theta_local:555:108537550:1,finite_certificate,True,True,False,True,9.598646350284468e-05,1.0,9.213401175782933e-09,covered
cand_00555,17641999,theta_local:556:17641998:1,finite_certificate,True,True,False,True,0.00023808174852798,1.0,5.6682918982140287e-08,covered
cand_00556,3290149,theta_local:557:3290148:1,finite_certificate,True,True,False,True,0.0005513053625948965,1.0,3.0393760282589025e-07,covered
cand_00557,33912947,theta_local:558:33912946:1,finite_certificate,True,True,False,True,0.00017171855862038724,1.0,2.948726337466337e-08,covered
cand_00558,179412619,theta_local:559:179412616:3,finite_certificate,True,True,False,True,0.00012931060710682704,1.000000356719613,1.672123185493435e-08,covered
cand_00559,12421481,theta_local:560:12421480:1,finite_certificate,True,True,False,True,0.00028373526067984996,1.0,8.050569815306242e-08,covered
cand_00560,33413669,theta_local:561:33413668:1,finite_certificate,True,True,False,True,0.00017299673908536436,1.0,2.992787173416963e-08,covered
cand_00561,30819749,theta_local:562:30819748:1,finite_certificate,True,True,False,True,0.00018012975207795965,1.0,3.244672758366721e-08,covered
cand_00562,179149511,theta_local:563:179149510:1,finite_certificate,True,True,False,True,7.47123137969777e-05,1.0,5.581929832898065e-09,covered
cand_00563,33919969,theta_local:564:33919968:1,finite_certificate,True,True,False,True,0.00017170078339584806,1.0,2.9481159018747925e-08,covered
cand_00564,108548483,theta_local:565:108548482:1,finite_certificate,True,True,False,True,9.598162994639645e-05,1.0,9.212473287166988e-09,covered
cand_00565,179410463,theta_local:566:179410462:1,finite_certificate,True,True,False,True,7.465795960301848e-05,1.0,5.57381093208594e-09,covered
cand_00566,187494809,theta_local:567:187494808:1,finite_certificate,True,True,False,True,7.303068528045206e-05,1.0,5.333480992532438e-09,covered
cand_00567,22049009,theta_local:568:22049008:1,finite_certificate,True,True,False,True,0.00021296364069928322,1.0,4.5353512259893406e-08,covered
cand_00568,12801863,theta_local:569:12801862:1,finite_certificate,True,True,False,True,0.0002794881586134579,1.0,7.811363080514141e-08,covered
cand_00569,3457007,theta_local:570:3457006:1,finite_certificate,True,True,False,True,0.000537836002741777,1.0,2.8926756584525286e-07,covered
cand_00570,33876299,theta_local:571:33876298:1,finite_certificate,True,True,False,True,0.00017181141765211568,1.0,2.9519163235629723e-08,covered
cand_00571,109707049,theta_local:572:109707048:1,finite_certificate,True,True,False,True,9.547347572799561e-05,1.0,9.115184567584167e-09,covered
cand_00572,187422503,theta_local:573:187422502:1,finite_certificate,True,True,False,True,7.304477122916468e-05,1.0,5.335538603921003e-09,covered
cand_00573,39640721,theta_local:574:39640720:1,finite_certificate,True,True,False,True,0.00015882879005954642,1.0,2.5226584551779468e-08,covered
cand_00574,109549457,theta_local:575:109549456:1,finite_certificate,True,True,False,True,9.554212257137598e-05,1.0,9.128297185443831e-09,covered
cand_00575,31038971,theta_local:576:31038970:1,finite_certificate,True,True,False,True,0.00017949251483691698,1.0,3.221756288248086e-08,covered
cand_00576,178897717,theta_local:577:178897716:1,finite_certificate,True,True,False,True,7.476487315300808e-05,1.0,5.589786257585389e-09,covered
cand_00577,30405371,theta_local:578:30405370:1,finite_certificate,True,True,False,True,0.0001813530427220231,1.0,3.2888926104535936e-08,covered
cand_00578,33453479,theta_local:579:33453478:1,finite_certificate,True,True,False,True,0.00017289377445343346,1.0,2.989225724475472e-08,covered
cand_00579,108832879,theta_local:580:108832878:1,finite_certificate,True,True,False,True,9.585614099566896e-05,1.0,9.188399766581568e-09,covered
cand_00580,618463,theta_local:581:618462:1,finite_certificate,True,True,False,True,0.001271578389964935,1.0,1.6169116018258167e-06,covered
cand_00581,30816061,theta_local:582:30816060:1,finite_certificate,True,True,False,True,0.0001801405305264252,1.0,3.245061073834193e-08,covered
cand_00582,108833357,theta_local:583:108833356:1,finite_certificate,True,True,False,True,9.585593049363644e-05,1.0,9.188359410800863e-09,covered
